title,artist,billboard_rank,tempo_from_public_dataset,danceability_from_public_dataset,acousticness,speechiness,duration_minutes,average_loudness,dynamic_complexity,danceable_probability,happy_probability,sad_probability,relaxed_probability,party_probability
Truth Hurts,Lizzo,13,158.087,0.715,0.11,0.114,2.88875,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Dancing with a Stranger,Sam Smith,14,91.92,0.698,0.652,0.0491,3.35,0.941546916962,3.26687526703,0.980263292789,0.614733338356,0.510960519314,0.889174699783,0.441952168941
Senorita,Shawn Mendes,15,116.967,0.759,0.0392,0.029,3.18,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
I Don't Care,Ed Sheeran,16,107.936,3.35968752818e-10,0.0137,0.0695,2.827783333333333,0.876963615417,3.6146645546,0.0393169745803,0.0241509508342,0.874769806862,0.984640061855,0.0159795768559
Eastside,Benny Blanco,17,89.949,0.632,0.549,0.243,2.8461666666666665,0.832326889038,7.6774969101,0.454260736704,0.0454634390771,0.309052497149,0.98367202282,0.629595398903
Going Bad,Meek Mill,18,86.003,0.889,0.259,0.0905,3.0087,0.79350155592,5.73263883591,0.947915196419,0.185046359897,0.493672192097,0.824074208736,0.5
Shallow,Lady Gaga,19,95.799,0.572,0.371,0.0308,3.59555,0.903241872787,2.12966561317,0.999537229538,0.613036990166,0.279316276312,0.809688508511,0.0103386901319
Better,Khalid,20,97.949,0.596,0.0765,0.097,3.822,0.264016389847,5.37405109406,0.99503326416,0.307444959879,0.439626008272,0.655651390553,0.849270701408
No Guidance,Chris Brown,21,92.928,0.696,0.123,0.153,4.344,0.264016389847,5.37405109406,0.99503326416,0.307444959879,0.439626008272,0.655651390553,0.849270701408
Girls Like You,Maroon 5,22,89.949,0.831257343292,0.549,0.243,2.8461666666666665,0.84053337574,3.59610486031,0.721769332886,0.362570255995,0.370792299509,0.980830192566,0.241936296225
Sweet but Psycho,Ava Max,23,133.002,0.72,0.0684,0.0473,3.123933333333333,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Suge,DaBaby,24,75.445,0.876,0.0608,0.426,2.722,0.300030201674,7.41521024704,0.984823286533,0.00553943170235,0.491977334023,0.989250123501,0.480029284954
Middle Child,J. Cole,25,123.984,0.837,0.149,0.276,3.5599,0.640779674053,24.2089557648,3.00000096379e-14,0.999999880791,0.515458762646,0.808817088604,0.754786550999
Drip Too Hard,Lil Baby,26,112.511,0.897,0.0852,0.292,2.4257166666666667,0.855042338371,4.52930927277,0.999998927116,0.299630194902,0.234383389354,0.349334806204,0.581580102444
Someone You Loved,Lewis Capaldi,27,109.891,0.501,0.751,0.0319,3.036016666666667,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
Ransom,Lil Tecca,28,179.974,0.745,0.0204,0.287,2.187333333333333,0.843940556049,5.14270544052,0.999925971031,0.141522526741,0.185593813658,0.877674758434,0.823520362377
If I Can't Have You,Shawn Mendes,29,116.967,0.998123526573,0.0392,0.029,3.18,0.969106256962,2.64071917534,0.930541276932,0.445404857397,0.421383142471,0.65812265873,0.328217446804
Goodbyes,Post Malone,30,150.068,0.548,0.456,0.081,2.9142166666666665,0.777140319347,4.08998155594,0.997963190079,0.429100185633,0.558590173721,0.959189295769,0.70627373457
Zeze,Kodak Black,31,98.043,0.861,0.0521,0.176,3.812666666666667,0.763618588448,5.71651363373,0.983037054539,0.0904417037964,0.154405802488,0.811287105083,0.70548927784
Better Now,Post Malone,32,145.038,0.68,0.331,0.04,3.85445,0.792555332184,3.71588611603,0.999310553074,0.207400158048,0.366899132729,0.871485948563,0.554112017155
Youngblood,5 Seconds of Summer,33,120.274,0.596,0.0169,0.463,3.3903,0.600928843021,8.1179265976,0.998786330223,0.11788161099,0.873338162899,0.911703765392,0.696237802505
Money in the Grave,Drake,34,202.015,0.984157443047,0.174,0.127,3.20785,0.882453560829,4.2261428833,0.994559168816,0.0559966303408,0.362177729607,0.853462636471,0.345313310623
Speechless,Dan + Shay,35,135.929,0.616,0.356,0.0298,3.55645,0.797360062599,4.62108564377,0.236697301269,0.3598267138,0.287087887526,0.821495950222,0.588645398617
"Break Up with Your Girlfriend, I'm Bored",Ariana Grande,36,121.993,0.699,0.04,0.0594,3.432,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Please Me,Cardi B,37,133.992,0.747,0.0642,0.081,3.3481666666666667,0.922444462776,3.35272216797,0.714871227741,0.219630181789,0.0540814176202,0.684298336506,0.574391305447
Money,Cardi B,38,130.003,0.95,0.00534,0.29,3.0587833333333334,0.963362574577,2.6114487648,0.999999880791,0.21921479702,0.509636461735,0.817196428776,0.915407299995
You Need to Calm Down,Taylor Swift,39,135.917,0.615,0.106,0.0386,3.9402166666666663,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Panini,Lil Nas X,40,153.848,0.703,0.342,0.0752,1.9148833333333333,0.852353453636,3.37213587761,0.999869406223,0.044732503593,0.176570296288,0.541366994381,0.75897693634
Look Back at It,A Boogie wit da Hoodie,41,96.057,0.791,0.407,0.0413,2.9908166666666665,0.941546916962,3.26687526703,0.980263292789,0.614733338356,0.510960519314,0.889174699783,0.441952168941
A Lot,21 Savage,42,155.008,0.999866604805,0.00513,0.222,5.213666666666667,0.94995445013,4.20308542252,0.999972999096,0.402894109488,0.347363054752,0.847804009914,0.838315844536
Me!,Taylor Swift,43,135.917,0.615,0.106,0.0386,3.9402166666666663,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Mia,Bad Bunny,44,93.023,0.999999880791,0.0153,0.303,3.1581166666666665,0.88670706749,3.45144557953,0.999750733376,0.298062592745,0.275610148907,0.809657990932,0.494898617268
Pop Out,Polo G,45,168.112,0.772,0.15,0.467,2.776,0.922618806362,5.58919095993,0.998931109905,0.593766689301,0.258682668209,0.168141007423,0.70534569025
Beautiful Crazy,Luke Combs,46,103.313,0.551,0.676,0.0262,3.22,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
Thotiana,Blueface,47,104.025,0.906,0.18,0.269,2.1544,0.855042338371,4.52930927277,0.999998927116,0.299630194902,0.234383389354,0.349334806204,0.581580102444
Lucid Dreams,Juice WRLD,48,83.903,0.511,0.349,0.2,3.9972666666666665,0.264016389847,5.37405109406,0.99503326416,0.307444959879,0.439626008272,0.655651390553,0.849270701408
Mo Bamba,Sheck Wes,49,174.032,0.516,0.0228,0.0562,3.752866666666667,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Beautiful People,Ed Sheeran,50,95.05,0.599,0.163,0.0232,4.39,0.264016389847,5.37405109406,0.99503326416,0.307444959879,0.439626008272,0.655651390553,0.849270701408
Wake Up in the Sky,Gucci Mane,51,143.01,0.8,0.00381,0.0485,3.3860166666666665,0.95696413517,3.04583024979,0.999999880791,0.524895846844,0.684066534042,0.735816240311,0.803327679634
Whiskey Glasses,Morgan Wallen,52,149.959,0.614,0.369,0.0289,3.905783333333333,0.797360062599,4.62108564377,0.236697301269,0.3598267138,0.287087887526,0.821495950222,0.588645398617
God's Country,Blake Shelton,53,139.988,0.536,0.0597,0.0399,3.4133333333333336,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Be Alright,Dean Lewis,54,126.421,0.551,0.705,0.034,3.2748833333333334,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
Pure Water,Mustard,55,202.015,0.682,0.174,0.127,3.20785,0.640779674053,24.2089557648,3.00000096379e-14,0.999999880791,0.515458762646,0.808817088604,0.754786550999
The Git Up,Blanco Brown,56,137.958,0.983651459217,0.0427,0.0588,3.0171166666666664,0.925640285015,4.19340133667,0.994505703449,0.229774847627,0.117689035833,0.521940350533,0.803942918777
Taki Taki,DJ Snake,57,95.881,0.842,0.157,0.228,3.5416666666666665,0.763618588448,5.71651363373,0.983037054539,0.0904417037964,0.154405802488,0.811287105083,0.70548927784
Close to Me,Ellie Goulding,58,82.642,0.367,0.978,0.0972,3.26795,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
Envy Me,Calboy,59,145.11,0.894,0.0369,0.298,2.427583333333333,0.729880750179,4.78527402878,0.992354571819,0.0554830245674,0.377780526876,0.417601555586,0.571735501289
You Say,Lauren Daigle,60,147.873,0.494,0.682,0.0342,4.578216666666667,0.700807750225,5.74363422394,0.223896637559,0.263168692589,0.591698288918,0.994870960712,0.0705413222313
"Hey Look Ma, I Made It",Panic! at the Disco,61,107.936,0.577,0.0137,0.0695,2.827783333333333,0.90171790123,3.33709359169,0.999999880791,0.167481735349,0.269092738628,0.645422518253,0.411385983229
Circles,Post Malone,62,120.042,0.695,0.192,0.0395,3.588,0.734312474728,5.61559009552,0.988387525082,0.369450896978,0.331308811903,0.737974047661,0.721018135548
Beer Never Broke My Heart,Luke Combs,63,77.001,0.538,0.0139,0.0481,3.112216666666667,0.90171790123,3.33709359169,0.999999880791,0.167481735349,0.269092738628,0.645422518253,0.411385983229
The London,Young Thug,64,153.848,0.998306035995,0.342,0.0752,1.9148833333333333,0.86017781496,3.72433662415,0.999993681908,0.112581588328,0.303778588772,0.623676002026,0.897214591503
Con Calma,Daddy Yankee,65,93.989,0.737,0.11,0.0593,3.22045,0.941546916962,3.26687526703,0.980263292789,0.614733338356,0.510960519314,0.889174699783,0.441952168941
Murder on My Mind,YNW Melly,66,115.007,0.759,0.145,0.0516,4.4739,0.963362574577,2.6114487648,0.999999880791,0.21921479702,0.509636461735,0.817196428776,0.915407299995
When the Party's Over,Billie Eilish,67,82.642,0.367,0.978,0.0972,3.26795,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
Act Up,City Girls,68,97.075,0.938,0.0167,0.189,2.6388666666666665,0.921585023403,4.4651632309,0.86701375246,0.177341639996,0.602901041508,0.958526790142,0.183010205626
I Like It,Cardi B,69,136.048,0.816,0.099,0.129,4.223166666666667,0.963362574577,2.6114487648,0.999999880791,0.21921479702,0.509636461735,0.817196428776,0.915407299995
Trampoline,Shaed,70,138.096,0.517,0.561,0.0324,4.072666666666667,0.797360062599,4.62108564377,0.236697301269,0.3598267138,0.287087887526,0.821495950222,0.588645398617
Leave Me Alone,Flipp Dinero,71,97.021,0.673,0.229,0.0496,2.673783333333333,0.835866451263,3.77218961716,0.994216620922,0.708288788795,0.400147974491,0.185959249735,0.33303374052
Breathin,Ariana Grande,72,145.11,0.894,0.0369,0.298,2.427583333333333,0.674396574497,4.83500385284,0.953303992748,0.112072601914,0.177770465612,0.282115310431,0.490394771099
Bury a Friend,Billie Eilish,73,108.003,0.994496703148,0.0957,0.366,2.3736166666666665,0.300030201674,7.41521024704,0.984823286533,0.00553943170235,0.491977334023,0.989250123501,0.480029284954
Close Friends,Lil Baby,74,145.11,0.894,0.0369,0.298,2.427583333333333,0.807025194168,5.09285402298,0.999965429306,0.0799001827836,0.245346590877,0.611627161503,0.550649821758
Baby Shark,Pinkfong,75,148.139,0.747,0.222,0.0453,2.8937833333333334,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
My Type,Saweetie,76,105.038,0.899,0.000677,0.258,2.1074333333333333,0.953393280506,3.73623228073,0.999999821186,0.572565615177,0.0773954242468,0.0712405592203,0.94623374939
Worth It,YK Osiris,77,94.975,0.772548437119,0.208,0.0313,2.832,0.835866451263,3.77218961716,0.994216620922,0.708288788795,0.400147974491,0.185959249735,0.33303374052
Only Human,Jonas Brothers,78,94.01,0.795,0.108,0.0722,3.05,0.941546916962,3.26687526703,0.980263292789,0.614733338356,0.510960519314,0.889174699783,0.441952168941
Knockin' Boots,Luke Bryan,79,105.038,0.999999821186,0.000677,0.258,2.1074333333333333,0.926493942738,3.35918736458,0.977399945259,0.629858791828,0.243704065681,0.13542342186,0.442611962557
Trip,Ella Mai,80,116.967,0.998123526573,0.0392,0.029,3.18,0.852265298367,3.04380583763,0.989494621754,0.589898884296,0.292915970087,0.323551535606,0.73094522953
Rumor,Lee Brice,81,140.975,0.655,0.749,0.0486,3.307333333333333,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
Swervin,A Boogie wit da Hoodie,82,93.023,0.581,0.0153,0.303,3.1581166666666665,0.832326889038,7.6774969101,0.454260736704,0.0454634390771,0.309052497149,0.98367202282,0.629595398903
How Do You Sleep?,Sam Smith,83,116.967,0.998123526573,0.0392,0.029,3.18,0.852265298367,3.04380583763,0.989494621754,0.589898884296,0.292915970087,0.323551535606,0.73094522953
Baby,Lil Baby,84,108.003,0.97,0.0957,0.366,2.3736166666666665,0.300030201674,7.41521024704,0.984823286533,0.00553943170235,0.491977334023,0.989250123501,0.480029284954
Look What God Gave Her,Thomas Rhett,85,113.0,0.739,0.0272,0.0308,2.816,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Good as You,Kane Brown,86,153.653,0.626,0.4,0.0388,3.200883333333333,0.777140319347,4.08998155594,0.997963190079,0.429100185633,0.558590173721,0.959189295769,0.70627373457
Clout,Offset,87,140.022,0.919,0.228,0.0997,3.43005,0.761715710163,4.14074325562,0.99948990345,0.261997669935,0.553794622421,0.930183768272,0.412323027849
Love Lies,Khalid,88,143.955,0.708,0.0956,0.0449,3.3617833333333333,0.734312474728,5.61559009552,0.988387525082,0.369450896978,0.331308811903,0.737974047661,0.721018135548
One Thing Right,Marshmello,89,149.959,0.878477573395,0.369,0.0289,3.905783333333333,0.901040673256,3.32347202301,0.976046741009,0.773874998093,0.259940385818,0.791683614254,0.106522418559
Cash Shit,Megan Thee Stallion,90,130.012,0.949,0.0199,0.0946,3.07725,0.817009806633,4.2126865387,0.999120235443,0.104581594467,0.126624211669,0.314681589603,0.897242844105
Tequila,Dan + Shay,91,86.016,0.489,0.0312,0.0281,3.2791166666666665,0.264016389847,5.37405109406,0.99503326416,0.307444959879,0.439626008272,0.655651390553,0.849270701408
Shotta Flow,NLE Choppa,92,120.077,0.894,0.0251,0.421,2.943866666666666,0.600928843021,8.1179265976,0.998786330223,0.11788161099,0.873338162899,0.911703765392,0.696237802505
Hot Girl Summer,Megan Thee Stallion,93,130.012,0.949,0.0199,0.0946,3.07725,0.817009806633,4.2126865387,0.999120235443,0.104581594467,0.126624211669,0.314681589603,0.897242844105
Talk You Out of It,Florida Georgia Line,94,191.702,0.284,0.00583,0.186,3.911783333333333,0.861799716949,3.4676668644,0.996536314487,0.0742097347975,0.309949755669,0.538872301579,0.147574350238
Beautiful,Bazzi,95,100.027,0.638,0.346,0.0337,3.0,0.903241872787,2.12966561317,0.999537229538,0.613036990166,0.279316276312,0.809688508511,0.0103386901319
Eyes on You,Chase Rice,96,140.975,0.655,0.749,0.0486,3.307333333333333,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
All to Myself,Dan + Shay,97,94.975,0.646,0.208,0.0313,2.832,0.835866451263,3.77218961716,0.994216620922,0.708288788795,0.400147974491,0.185959249735,0.33303374052
Boyfriend,Ariana Grande,98,190.097,0.4,0.119,0.461,3.101783333333333,0.886195898056,4.63921928406,0.999901115894,0.0331370308995,0.693571269512,0.815766751766,0.0806108564138
Walk Me Home,Pink,99,148.139,0.747,0.222,0.0453,2.8937833333333334,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Robbery,Juice WRLD,100,79.899,0.623,0.328,0.0504,4.00085,0.903241872787,2.12966561317,0.999537229538,0.613036990166,0.279316276312,0.809688508511,0.0103386901319
