title,artist,billboard_rank,tempo_from_public_dataset,danceability_from_public_dataset,acousticness,speechiness,duration_minutes,average_loudness,dynamic_complexity,danceable_probability,happy_probability,sad_probability,relaxed_probability,party_probability
Die from a Broken Heart,Maddie & Tae,65,115.968,0.64,0.0986,0.0341,5.884766666666667,0.264016389847,5.37405109406,0.99503326416,0.307444959879,0.439626008272,0.655651390553,0.849270701408
Popstar,DJ Khaled,66,163.085,0.803,0.0558,0.235,3.3370166666666665,0.640779674053,24.2089557648,3.00000096379e-14,0.999999880791,0.515458762646,0.808817088604,0.754786550999
All I Want for Christmas Is You,Mariah Carey,67,150.273,0.336,0.164,0.0384,4.01845,0.861799716949,3.4676668644,0.996536314487,0.0742097347975,0.309949755669,0.538872301579,0.147574350238
One of Them Girls,Lee Brice,68,95.981,0.643,0.29,0.0461,3.148216666666667,0.903241872787,2.12966561317,0.999537229538,0.613036990166,0.279316276312,0.809688508511,0.0103386901319
Hard to Forget,Sam Hunt,69,91.92,0.698,0.652,0.0491,3.35,0.941546916962,3.26687526703,0.980263292789,0.614733338356,0.510960519314,0.889174699783,0.441952168941
One Margarita,Luke Bryan,70,95.981,0.643,0.29,0.0461,3.148216666666667,0.903241872787,2.12966561317,0.999537229538,0.613036990166,0.279316276312,0.809688508511,0.0103386901319
Panini,Lil Nas X,71,153.848,0.703,0.342,0.0752,1.9148833333333333,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Hot,Young Thug,72,111.997,0.855,0.063,0.235,3.217116666666666,0.921585023403,4.4651632309,0.86701375246,0.177341639996,0.602901041508,0.958526790142,0.183010205626
I Hope You're Happy Now,Carly Pearce,73,123.07,0.781,0.0119,0.0394,3.55515,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Emotionally Scarred,Lil Baby,74,119.958,0.964,0.035,0.53,2.3712166666666668,0.600928843021,8.1179265976,0.998786330223,0.11788161099,0.873338162899,0.911703765392,0.696237802505
Suicidal,YNW Melly,75,140.004,0.735,0.334,0.0688,3.7166166666666665,0.797360062599,4.62108564377,0.236697301269,0.3598267138,0.287087887526,0.821495950222,0.588645398617
The Bigger Picture,Lil Baby,76,119.958,0.964,0.035,0.53,2.3712166666666668,0.600928843021,8.1179265976,0.998786330223,0.11788161099,0.873338162899,0.911703765392,0.696237802505
Only Human,Jonas Brothers,77,94.01,0.795,0.108,0.0722,3.05,0.941546916962,3.26687526703,0.980263292789,0.614733338356,0.510960519314,0.889174699783,0.441952168941
The Woo,Pop Smoke,78,179.798,0.48,0.487,0.368,3.55555,0.640779674053,24.2089557648,3.00000096379e-14,0.999999880791,0.515458762646,0.808817088604,0.754786550999
Sum 2 Prove,Lil Baby,79,119.958,0.964,0.035,0.53,2.3712166666666668,0.600928843021,8.1179265976,0.998786330223,0.11788161099,0.873338162899,0.911703765392,0.696237802505
Stuck with U,Ariana Grande,80,178.765,0.597,0.223,0.0418,3.808033333333333,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Mood Swings,Pop Smoke,81,179.798,0.48,0.487,0.368,3.55555,0.640779674053,24.2089557648,3.00000096379e-14,0.999999880791,0.515458762646,0.808817088604,0.754786550999
You Should Be Sad,Halsey,82,136.949,0.798,0.199,0.0421,3.375783333333333,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Dior,Pop Smoke,83,142.094,0.548,0.212,0.351,3.60645,0.797360062599,4.62108564377,0.236697301269,0.3598267138,0.287087887526,0.821495950222,0.588645398617
Supalonely,Benee,84,90.087,0.634,0.339,0.0333,3.93,0.903241872787,2.12966561317,0.999537229538,0.613036990166,0.279316276312,0.809688508511,0.0103386901319
Even Though I'm Leaving,Luke Combs,85,129.979,0.716,0.233,0.0514,2.7663,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
The Scotts,The Scotts,86,129.979,0.716,0.233,0.0514,2.7663,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Juicy,Doja Cat,87,81.984,0.661,0.038,0.0348,3.496,0.90171790123,3.33709359169,0.999999880791,0.167481735349,0.269092738628,0.645422518253,0.411385983229
Be Like That,Kane Brown,88,86.97,0.727,0.0469,0.0726,3.1901,0.18598203361,6.0586438179,0.995114862919,0.111137069762,0.343690961599,0.589881718159,0.605281054974
Homesick,Kane Brown,89,97.028,0.701,0.46,0.0303,3.4233333333333333,0.903241872787,2.12966561317,0.999537229538,0.613036990166,0.279316276312,0.809688508511,0.0103386901319
Rags2Riches,Rod Wave,90,118.004,0.874,0.147,0.241,3.933133333333333,0.763618588448,5.71651363373,0.983037054539,0.0904417037964,0.154405802488,0.811287105083,0.70548927784
Bluebird,Miranda Lambert,91,81.984,0.661,0.038,0.0348,3.496,0.90171790123,3.33709359169,0.999999880791,0.167481735349,0.269092738628,0.645422518253,0.411385983229
Wishing Well,Juice Wrld,92,149.972,0.65,0.00336,0.128,3.2436833333333333,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Does to Me,Luke Combs,93,129.979,0.716,0.233,0.0514,2.7663,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Pussy Fairy,Jhene Aiko,94,128.331,0.572,0.536,0.212,3.031,0.832326889038,7.6774969101,0.454260736704,0.0454634390771,0.309052497149,0.98367202282,0.629595398903
ILY,Surf Mesa,95,126.556,0.765,0.24,0.0505,3.441583333333333,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
More Than My Hometown,Morgan Wallen,96,126.019,0.62,0.615,0.0462,3.60955,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
Lovin' on You,Luke Combs,97,84.005,0.867,0.268,0.227,2.888133333333333,0.921585023403,4.4651632309,0.86701375246,0.177341639996,0.602901041508,0.958526790142,0.183010205626
Said Sum,Moneybagg Yo,98,128.331,0.572,0.536,0.212,3.031,0.832326889038,7.6774969101,0.454260736704,0.0454634390771,0.309052497149,0.98367202282,0.629595398903
Slide,H.E.R.,99,96.997,0.823,0.086,0.347,3.9388833333333335,0.763618588448,5.71651363373,0.983037054539,0.0904417037964,0.154405802488,0.811287105083,0.70548927784
Walk Em Down,NLE Choppa,100,84.005,0.867,0.268,0.227,2.888133333333333,0.921585023403,4.4651632309,0.86701375246,0.177341639996,0.602901041508,0.958526790142,0.183010205626
