title,artist,billboard_rank,tempo_from_public_dataset,danceability_from_public_dataset,acousticness,speechiness,duration_minutes,average_loudness,dynamic_complexity,danceable_probability,happy_probability,sad_probability,relaxed_probability,party_probability
Redrum,21 Savage,42,155.008,0.999866604805,0.00513,0.222,5.213666666666667,0.94995445013,4.20308542252,0.999972999096,0.402894109488,0.347363054752,0.847804009914,0.838315844536
Houdini,Dua Lipa,43,103.014,0.695,0.0561,0.0753,3.3968,0.90171790123,3.33709359169,0.999999880791,0.167481735349,0.269092738628,0.645422518253,0.411385983229
Yeah Glo!,GloRilla,44,87.194,0.536,0.75,0.0254,3.749116666666666,0.941546916962,3.26687526703,0.980263292789,0.614733338356,0.510960519314,0.889174699783,0.441952168941
Rich Baby Daddy,Drake,45,154.983,0.912,0.0164,0.124,3.9769,0.963362574577,2.6114487648,0.999999880791,0.21921479702,0.509636461735,0.817196428776,0.915407299995
What Was I Made For?,Billie Eilish,46,115.284,0.351,0.934,0.0333,3.3364333333333334,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
End of Beginning,Djo,47,169.914,0.44,0.891,0.0531,3.890933333333333,0.797360062599,4.62108564377,0.236697301269,0.3598267138,0.287087887526,0.821495950222,0.588645398617
Lunch,Billie Eilish,48,135.128,0.701,0.328,0.375,3.2348,0.640779674053,24.2089557648,3.00000096379e-14,0.999999880791,0.515458762646,0.808817088604,0.754786550999
Never Lose Me,Flo Milli,49,87.194,0.536,0.75,0.0254,3.749116666666666,0.941546916962,3.26687526703,0.980263292789,0.614733338356,0.510960519314,0.889174699783,0.441952168941
Lies Lies Lies,Morgan Wallen,50,149.959,0.614,0.369,0.0289,3.905783333333333,0.797360062599,4.62108564377,0.236697301269,0.3598267138,0.287087887526,0.821495950222,0.588645398617
Type Shit,Future,51,83.389,0.463,0.314,0.34,3.164883333333333,0.832326889038,7.6774969101,0.454260736704,0.0454634390771,0.309052497149,0.98367202282,0.629595398903
Gata Only,FloyyMenor,52,100.01,0.618,0.00245,0.0322,3.19555,0.90171790123,3.33709359169,0.999999880791,0.167481735349,0.269092738628,0.645422518253,0.411385983229
Hot to Go!,Chappell Roan,53,124.921,0.803,0.869,0.0367,3.8271166666666665,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
All I Want for Christmas Is You,Mariah Carey,54,150.273,0.336,0.164,0.0384,4.01845,0.861799716949,3.4676668644,0.996536314487,0.0742097347975,0.309949755669,0.538872301579,0.147574350238
Get It Sexyy,Sexyy Red,55,151.988,0.451,0.0838,0.291,2.7706666666666666,0.861799716949,3.4676668644,0.996536314487,0.0742097347975,0.309949755669,0.538872301579,0.147574350238
Made for Me,Muni Long,56,129.992,0.727,0.661,0.0338,4.242216666666667,0.941546916962,3.26687526703,0.980263292789,0.614733338356,0.510960519314,0.889174699783,0.441952168941
Vampire,Olivia Rodrigo,57,100.607,0.38,0.691,0.0338,3.82045,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
Whatever She Wants,Bryson Tiller,58,67.196,0.589,0.614,0.0502,2.10445,0.718114972115,4.14494752884,0.101191796362,0.412140220404,0.887514472008,0.993237197399,0.0270968750119
Rockin' Around the Christmas Tree,Brenda Lee,59,67.196,0.589,0.614,0.0502,2.10445,0.718114972115,4.14494752884,0.101191796362,0.412140220404,0.887514472008,0.993237197399,0.0270968750119
Pretty Little Poison,Warren Zeiders,60,67.196,0.589,0.614,0.0502,2.10445,0.718114972115,4.14494752884,0.101191796362,0.412140220404,0.887514472008,0.993237197399,0.0270968750119
First Person Shooter,Drake,61,154.983,0.912,0.0164,0.124,3.9769,0.963362574577,2.6114487648,0.999999880791,0.21921479702,0.509636461735,0.817196428776,0.915407299995
Die with a Smile,Lady Gaga,62,95.0,0.791,0.183,0.0506,3.341333333333333,0.941546916962,3.26687526703,0.980263292789,0.614733338356,0.510960519314,0.889174699783,0.441952168941
I Like the Way You Kiss Me,Artemas,63,106.064,0.691,0.0592,0.0367,3.8897666666666666,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Need a Favor,Jelly Roll,64,157.985,0.504,0.0123,0.0319,3.29,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Save Me,Jelly Roll,65,83.087,0.677,0.653,0.027,4.01205,0.903241872787,2.12966561317,0.999537229538,0.613036990166,0.279316276312,0.809688508511,0.0103386901319
Euphoria,Kendrick Lamar,66,150.011,0.908,0.000282,0.102,2.95,0.640779674053,24.2089557648,3.00000096379e-14,0.999999880791,0.515458762646,0.808817088604,0.754786550999
Truck Bed,Hardy,67,132.057,0.662,0.0875,0.0367,2.79225,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Jingle Bell Rock,Bobby Helms,68,119.705,0.754,0.643,0.0363,2.1828833333333333,0.767934381962,4.97447824478,0.421720385551,0.310918480158,0.704472124577,0.923102796078,0.0481624938548
Flowers,Miley Cyrus,69,117.999,0.707,0.0632,0.0668,3.3409166666666668,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Where the Wild Things Are,Luke Combs,70,129.979,0.716,0.233,0.0514,2.7663,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Everybody,Nicki Minaj,71,133.014,0.951,0.0509,0.211,2.8496166666666665,0.963362574577,2.6114487648,0.999999880791,0.21921479702,0.509636461735,0.817196428776,0.915407299995
La Diabla,Xavi,72,91.97,0.752,0.535,0.253,3.2906166666666667,0.832326889038,7.6774969101,0.454260736704,0.0454634390771,0.309052497149,0.98367202282,0.629595398903
Stargazing,Myles Smith,73,116.967,0.998123526573,0.0392,0.029,3.18,0.852265298367,3.04380583763,0.989494621754,0.589898884296,0.292915970087,0.323551535606,0.73094522953
Last Christmas,Wham!,74,107.682,0.735,0.189,0.0293,4.382666666666666,0.963362574577,2.6114487648,0.999999880791,0.21921479702,0.509636461735,0.817196428776,0.915407299995
I Am Not Okay,Jelly Roll,75,157.985,0.504,0.0123,0.0319,3.29,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Pour Me a Drink,Post Malone,76,100.964,0.733,0.121,0.0751,3.2140166666666667,0.941546916962,3.26687526703,0.980263292789,0.614733338356,0.510960519314,0.889174699783,0.441952168941
White Horse,Chris Stapleton,77,183.89,0.602,0.268,0.032,3.5582166666666666,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Lil Boo Thang,Paul Russell,78,149.959,0.878477573395,0.369,0.0289,3.905783333333333,0.901040673256,3.32347202301,0.976046741009,0.773874998093,0.259940385818,0.791683614254,0.106522418559
Good Good,Usher,79,138.096,0.517,0.561,0.0324,4.072666666666667,0.797360062599,4.62108564377,0.236697301269,0.3598267138,0.287087887526,0.821495950222,0.588645398617
Act II: Date @ 8,4Batz,80,145.11,0.894,0.0369,0.298,2.427583333333333,0.729880750179,4.78527402878,0.992354571819,0.0554830245674,0.377780526876,0.417601555586,0.571735501289
High Road,Koe Wetzel,81,108.959,0.664,0.0811,0.0305,6.017116666666666,0.264016389847,5.37405109406,0.99503326416,0.307444959879,0.439626008272,0.655651390553,0.849270701408
Monaco,Bad Bunny,82,179.951,0.644,0.276,0.118,3.4451666666666667,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
IDGAF,Drake,83,145.887,0.849,0.0635,0.324,4.049433333333333,0.640779674053,24.2089557648,3.00000096379e-14,0.999999880791,0.515458762646,0.808817088604,0.754786550999
Burn It Down,Parker McCollum,84,110.006,0.585,0.0143,0.0534,3.83755,0.264016389847,5.37405109406,0.99503326416,0.307444959879,0.439626008272,0.655651390553,0.849270701408
FukUMean,Gunna,85,77.502,0.773,0.00783,0.187,2.2711166666666665,0.921585023403,4.4651632309,0.86701375246,0.177341639996,0.602901041508,0.958526790142,0.183010205626
Taste,Sabrina Carpenter,86,169.775,0.522,0.0291,0.103,3.23265,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Where It Ends,Bailey Zimmerman,87,170.041,0.431,0.259,0.0432,2.988233333333333,0.777140319347,4.08998155594,0.997963190079,0.429100185633,0.558590173721,0.959189295769,0.70627373457
FTCU,Nicki Minaj,88,179.196,0.573,0.405,0.592,5.20045,0.640779674053,24.2089557648,3.00000096379e-14,0.999999880791,0.515458762646,0.808817088604,0.754786550999
Wildflower,Billie Eilish,89,115.284,0.351,0.934,0.0333,3.3364333333333334,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
World on Fire,Nate Smith,90,115.129,0.584,0.476,0.0461,4.11225,0.797360062599,4.62108564377,0.236697301269,0.3598267138,0.287087887526,0.821495950222,0.588645398617
On My Mama,Victoria Monet,91,112.013,0.633,0.3,0.0418,4.3853333333333335,0.963362574577,2.6114487648,0.999999880791,0.21921479702,0.509636461735,0.817196428776,0.915407299995
"Yes, And?",Ariana Grande,92,190.097,0.4,0.119,0.461,3.101783333333333,0.886195898056,4.63921928406,0.999901115894,0.0331370308995,0.693571269512,0.815766751766,0.0806108564138
Exes,Tate McRae,93,160.118,0.602,0.0129,0.0396,3.452,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
A Holly Jolly Christmas,Burl Ives,94,140.467,0.683,0.579,0.0303,2.2588833333333334,0.777140319347,4.08998155594,0.997963190079,0.429100185633,0.558590173721,0.959189295769,0.70627373457
Wind Up Missin' You,Tucker Wetmore,95,104.956,0.561,0.193,0.052,2.8177833333333333,0.90171790123,3.33709359169,0.999999880791,0.167481735349,0.269092738628,0.645422518253,0.411385983229
Bulletproof,Nate Smith,96,115.129,0.584,0.476,0.0461,4.11225,0.797360062599,4.62108564377,0.236697301269,0.3598267138,0.287087887526,0.821495950222,0.588645398617
Fe!n,Travis Scott,97,155.008,0.834,0.00513,0.222,5.213666666666667,0.832165181637,3.98202872276,0.988232016563,0.19737611711,0.29561817646,0.808817148209,0.000224145842367
The Painter,Cody Johnson,98,160.087,0.501,0.0513,0.0436,3.736883333333333,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Down Bad,Taylor Swift,99,135.917,0.615,0.106,0.0386,3.940216666666666,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Dance the Night,Dua Lipa,100,116.073,0.762,0.00261,0.0694,3.4886666666666666,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
