title,artist,billboard_rank,tempo_from_public_dataset,danceability_from_public_dataset,acousticness,speechiness,duration_minutes,average_loudness,dynamic_complexity,danceable_probability,happy_probability,sad_probability,relaxed_probability,party_probability
Numb Little Bug,Em Beihold,32,84.974,0.742,0.327,0.0769,2.8206333333333333,0.938247799873,4.00259399414,0.961608707905,0.0302187241614,0.341663807631,0.309068441391,0.535517990589
Jimmy Cooks,Drake,33,165.921,0.529,0.000307,0.175,3.6394166666666665,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
'Til You Can't,Cody Johnson,34,160.087,0.501,0.0513,0.0436,3.736883333333333,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Fancy Like,Walker Hayes,35,135.929,0.616,0.356,0.0298,3.55645,0.797360062599,4.62108564377,0.236697301269,0.3598267138,0.287087887526,0.821495950222,0.588645398617
The Kind of Love We Make,Luke Combs,36,102.025,0.608,0.0226,0.0277,3.74045,0.264016389847,5.37405109406,0.99503326416,0.307444959879,0.439626008272,0.655651390553,0.849270701408
I Ain't Worried,OneRepublic,37,139.994,0.704,0.0826,0.0475,2.4747666666666666,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Break My Soul,Beyonce,38,114.942,0.693,0.0581,0.0795,4.6380333333333335,0.963362574577,2.6114487648,0.999999880791,0.21921479702,0.509636461735,0.817196428776,0.915407299995
Something in the Orange,Zach Bryan,39,175.212,0.369,0.555,0.04,3.8002166666666666,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
Save Your Tears,The Weeknd,40,118.051,0.68,0.0212,0.0309,3.5937833333333336,0.734312474728,5.61559009552,0.988387525082,0.369450896978,0.331308811903,0.737974047661,0.721018135548
Smokin out the Window,Silk Sonic,41,82.03,0.627,0.0558,0.0437,3.2907166666666665,0.90171790123,3.33709359169,0.999999880791,0.167481735349,0.269092738628,0.645422518253,0.411385983229
Levitating,Dua Lipa,42,103.014,0.695,0.0561,0.0753,3.3968,0.90171790123,3.33709359169,0.999999880791,0.167481735349,0.269092738628,0.645422518253,0.411385983229
In a Minute,Lil Baby,43,77.972,0.856,0.00327,0.392,2.266,0.300030201674,7.41521024704,0.984823286533,0.00553943170235,0.491977334023,0.989250123501,0.480029284954
Moscow Mule,Bad Bunny,44,99.968,0.804,0.294,0.0333,4.099,0.763618588448,5.71651363373,0.983037054539,0.0904417037964,0.154405802488,0.811287105083,0.70548927784
You Right,Doja Cat,45,128.986,0.828,0.0164,0.0565,3.102883333333333,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
She Had Me at Heads Carolina,Cole Swindell,46,139.931,0.659,0.513,0.0312,3.38955,0.777140319347,4.08998155594,0.997963190079,0.429100185633,0.558590173721,0.959189295769,0.70627373457
Vegas,Doja Cat,47,159.969,0.801,0.0777,0.255,3.04845,0.640779674053,24.2089557648,3.00000096379e-14,0.999999880791,0.515458762646,0.808817088604,0.754786550999
Pushin P,Gunna,48,77.502,0.773,0.00783,0.187,2.2711166666666665,0.921585023403,4.4651632309,0.86701375246,0.177341639996,0.602901041508,0.958526790142,0.183010205626
Buy Dirt,Jordan Davis,49,177.945,0.586,0.639,0.05,2.791333333333333,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
I Hate U,SZA,50,138.096,0.517,0.561,0.0324,4.072666666666667,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
Boyfriend,Dove Cameron,51,179.773,0.345,0.232,0.0608,2.55,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Glimpse of Us,Joji,52,169.914,0.44,0.891,0.0531,3.890933333333333,0.797360062599,4.62108564377,0.236697301269,0.3598267138,0.287087887526,0.821495950222,0.588645398617
Surface Pressure,Jessica Darrow,53,114.978,0.859,0.659,0.0902,2.406516666666666,0.767934381962,4.97447824478,0.421720385551,0.310918480158,0.704472124577,0.923102796078,0.0481624938548
Fall in Love,Bailey Zimmerman,54,135.962,0.524,0.451,0.0297,3.86765,0.797360062599,4.62108564377,0.236697301269,0.3598267138,0.287087887526,0.821495950222,0.588645398617
Love Nwantiti,CKay,55,186.043,0.642,0.58,0.243,2.258,0.640779674053,24.2089557648,3.00000096379e-14,0.999999880791,0.515458762646,0.808817088604,0.754786550999
Super Freaky Girl,Nicki Minaj,56,133.014,0.951,0.0509,0.211,2.8496166666666665,0.963362574577,2.6114487648,0.999999880791,0.21921479702,0.509636461735,0.817196428776,0.915407299995
Hrs and Hrs,Muni Long,57,140.034,0.571,0.0107,0.0371,4.84285,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Sand in My Boots,Morgan Wallen,58,69.877,0.403,0.59,0.031,3.368883333333333,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
Mamiii,Becky G,59,94.048,0.836,0.0845,0.0657,3.7682166666666665,0.763618588448,5.71651363373,0.983037054539,0.0904417037964,0.154405802488,0.811287105083,0.70548927784
Knife Talk,Drake,60,145.887,0.849,0.0635,0.324,4.049433333333333,0.640779674053,24.2089557648,3.00000096379e-14,0.999999880791,0.515458762646,0.808817088604,0.754786550999
AA,Walker Hayes,61,135.929,0.616,0.356,0.0298,3.55645,0.797360062599,4.62108564377,0.236697301269,0.3598267138,0.287087887526,0.821495950222,0.588645398617
Sweetest Pie,Megan Thee Stallion,62,123.972,0.814,0.173,0.214,3.355566666666667,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Provenza,Karol G,63,111.005,0.87,0.656,0.0541,3.5033333333333334,0.941546916962,3.26687526703,0.980263292789,0.614733338356,0.510960519314,0.889174699783,0.441952168941
Essence,Wizkid,64,104.027,0.849,0.0266,0.113,4.134,0.763618588448,5.71651363373,0.983037054539,0.0904417037964,0.154405802488,0.811287105083,0.70548927784
All I Want for Christmas Is You,Mariah Carey,65,150.273,0.336,0.164,0.0384,4.01845,0.861799716949,3.4676668644,0.996536314487,0.0742097347975,0.309949755669,0.538872301579,0.147574350238
Bam Bam,Camila Cabello,66,94.996,0.756,0.182,0.0401,3.4345166666666667,0.941546916962,3.26687526703,0.980263292789,0.614733338356,0.510960519314,0.889174699783,0.441952168941
5 Foot 9,Tyler Hubbard,67,87.194,0.536,0.75,0.0254,3.749116666666666,0.941546916962,3.26687526703,0.980263292789,0.614733338356,0.510960519314,0.889174699783,0.441952168941
Get Into It (Yuh),Doja Cat,68,91.942,0.912,0.315,0.162,2.304883333333333,0.921585023403,4.4651632309,0.86701375246,0.177341639996,0.602901041508,0.958526790142,0.183010205626
Efecto,Bad Bunny,69,98.047,0.801,0.141,0.0516,3.5510166666666665,0.941546916962,3.26687526703,0.980263292789,0.614733338356,0.510960519314,0.889174699783,0.441952168941
Rock and a Hard Place,Bailey Zimmerman,70,121.991,0.582,0.577,0.0275,3.459016666666667,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
Doin' This,Luke Combs,71,129.979,0.716,0.233,0.0514,2.7663,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Oh My God,Adele,72,88.098,0.534,0.091,0.046,3.752483333333333,0.264016389847,5.37405109406,0.99503326416,0.307444959879,0.439626008272,0.655651390553,0.849270701408
Better Days,Neiked,73,99.995,0.674,0.446,0.0507,3.3036833333333333,0.903241872787,2.12966561317,0.999537229538,0.613036990166,0.279316276312,0.809688508511,0.0103386901319
Meet Me at Our Spot,The Anxiety,74,124.921,0.803,0.869,0.0367,3.8271166666666665,0.742222487926,5.54836368561,0.722457766533,0.227331414819,0.708696901798,0.737470149994,0.140534386039
Fingers Crossed,Lauren Spencer-Smith,75,116.967,0.998123526573,0.0392,0.029,3.18,0.852265298367,3.04380583763,0.989494621754,0.589898884296,0.292915970087,0.323551535606,0.73094522953
All Too Well,Taylor Swift,76,135.917,0.615,0.106,0.0386,3.940216666666666,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Party,Bad Bunny,77,179.951,0.644,0.276,0.118,3.4451666666666667,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Despues de la Playa,Bad Bunny,78,79.928,0.647,0.08,0.0413,4.304983333333333,0.264016389847,5.37405109406,0.99503326416,0.307444959879,0.439626008272,0.655651390553,0.849270701408
You Should Probably Leave,Chris Stapleton,79,183.89,0.602,0.268,0.032,3.5582166666666666,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Rockin' Around the Christmas Tree,Brenda Lee,80,67.196,0.589,0.614,0.0502,2.10445,0.718114972115,4.14494752884,0.101191796362,0.412140220404,0.887514472008,0.993237197399,0.0270968750119
Broadway Girls,Lil Durk,81,74.967,0.659,0.0417,0.0347,3.0933333333333333,0.90171790123,3.33709359169,0.999999880791,0.167481735349,0.269092738628,0.645422518253,0.411385983229
Take My Name,Parmalee,82,115.968,0.64,0.0986,0.0341,5.884766666666667,0.264016389847,5.37405109406,0.99503326416,0.307444959879,0.439626008272,0.655651390553,0.849270701408
What Happened to Virgil,Lil Durk,83,140.037,0.795,0.067,0.204,3.023216666666667,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
Puffin on Zootiez,Future,84,124.992,0.883,0.0603,0.305,2.882216666666667,0.963362574577,2.6114487648,0.999999880791,0.21921479702,0.509636461735,0.817196428776,0.915407299995
Like I Love Country Music,Kane Brown,85,124.986,0.533,0.00075,0.0447,3.9133333333333336,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Jingle Bell Rock,Bobby Helms,86,119.705,0.754,0.643,0.0363,2.1828833333333333,0.767934381962,4.97447824478,0.421720385551,0.310918480158,0.704472124577,0.923102796078,0.0481624938548
Ojitos Lindos,Bad Bunny,87,79.928,0.647,0.08,0.0413,4.304983333333333,0.264016389847,5.37405109406,0.99503326416,0.307444959879,0.439626008272,0.655651390553,0.849270701408
Trouble with a Heartbreak,Jason Aldean,88,135.973,0.582,0.23,0.0334,3.2671166666666664,0.797360062599,4.62108564377,0.236697301269,0.3598267138,0.287087887526,0.821495950222,0.588645398617
A Holly Jolly Christmas,Burl Ives,89,140.467,0.683,0.579,0.0303,2.2588833333333334,0.777140319347,4.08998155594,0.997963190079,0.429100185633,0.558590173721,0.959189295769,0.70627373457
Kiss Me More,Doja Cat,90,110.97,0.764,0.259,0.0284,3.477783333333333,0.734312474728,5.61559009552,0.988387525082,0.369450896978,0.331308811903,0.737974047661,0.721018135548
She Likes It,Russell Dickerson,91,145.974,0.484,0.0748,0.0276,2.898883333333333,0.861799716949,3.4676668644,0.996536314487,0.0742097347975,0.309949755669,0.538872301579,0.147574350238
Never Say Never,Cole Swindell,92,139.931,0.659,0.513,0.0312,3.38955,0.777140319347,4.08998155594,0.997963190079,0.429100185633,0.558590173721,0.959189295769,0.70627373457
Damn Strait,Scotty McCreery,93,140.034,0.571,0.0107,0.0371,4.84285,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
She's All I Wanna Be,Tate McRae,94,160.118,0.602,0.0129,0.0396,3.452,0.766495466232,4.57856893539,0.836672306061,0.5,0.535766303539,0.975322842598,0.124947212636
Last Night Lonely,Jon Pardi,95,102.987,0.652,0.00544,0.0268,3.036016666666667,0.90171790123,3.33709359169,0.999999880791,0.167481735349,0.269092738628,0.645422518253,0.411385983229
Flower Shops,Ernest,96,126.024,0.678,0.00155,0.0383,3.388133333333333,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
To the Moon,Jnr Choi,97,87.194,0.536,0.75,0.0254,3.749116666666666,0.941546916962,3.26687526703,0.980263292789,0.614733338356,0.510960519314,0.889174699783,0.441952168941
Unholy,Sam Smith,98,131.199,0.712,0.011,0.0797,2.6157166666666667,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
One Mississippi,Kane Brown,99,97.028,0.701,0.46,0.0303,3.4233333333333333,0.903241872787,2.12966561317,0.999537229538,0.613036990166,0.279316276312,0.809688508511,0.0103386901319
Circles Around This Town,Maren Morris,100,123.07,0.781,0.0119,0.0394,3.55515,0.868345558643,3.02766156197,0.999150156975,0.334370821714,0.270907640457,0.725560307503,0.196661233902
